1  -1.8316000000E+01  -1.8316000000E+01  -1.7431000000E+01  -1.7431000000E+01  -5.6330000000E+00  -5.6330000000E+00  -5.2900000000E+00  -5.2900000000E+00  -3.8580000000E+00  -3.8580000000E+00  -3.7070000000E+00  -3.7070000000E+00  -3.3130000000E+00  -3.3130000000E+00  -2.2010000000E+00  -2.2010000000E+00   1.3070000000E+00   1.3070000000E+00   2.3560000000E+00   2.3560000000E+00   3.1160000000E+00   3.1160000000E+00   6.2860000000E+00   6.2860000000E+00   6.7050000000E+00   6.7050000000E+00   1.8041000000E+01   1.8041000000E+01   2.0338000000E+01   2.0338000000E+01   2.0914000000E+01   2.0914000000E+01   2.2260000000E+01   2.2260000000E+01
2  -1.8346000000E+01  -1.8285000000E+01  -1.7444000000E+01  -1.7417000000E+01  -5.6330000000E+00  -5.6330000000E+00  -5.2930000000E+00  -5.2870000000E+00  -3.8820000000E+00  -3.8750000000E+00  -3.6880000000E+00  -3.6810000000E+00  -3.3640000000E+00  -3.2620000000E+00  -2.2020000000E+00  -2.2000000000E+00   1.2880000000E+00   1.3270000000E+00   2.3560000000E+00   2.3560000000E+00   3.1120000000E+00   3.1170000000E+00   6.2620000000E+00   6.3090000000E+00   6.6850000000E+00   6.7280000000E+00   1.7949000000E+01   1.8140000000E+01   2.0313000000E+01   2.0354000000E+01   2.0793000000E+01   2.1028000000E+01   2.2142000000E+01   2.2390000000E+01
3  -1.8375000000E+01  -1.8255000000E+01  -1.7458000000E+01  -1.7404000000E+01  -5.6340000000E+00  -5.6330000000E+00  -5.2970000000E+00  -5.2840000000E+00  -3.9280000000E+00  -3.9180000000E+00  -3.6410000000E+00  -3.6320000000E+00  -3.4150000000E+00  -3.2120000000E+00  -2.2050000000E+00  -2.2000000000E+00   1.2680000000E+00   1.3470000000E+00   2.3580000000E+00   2.3580000000E+00   3.1060000000E+00   3.1160000000E+00   6.2360000000E+00   6.3290000000E+00   6.6680000000E+00   6.7530000000E+00   1.7864000000E+01   1.8244000000E+01   2.0281000000E+01   2.0358000000E+01   2.0667000000E+01   2.1134000000E+01   2.2039000000E+01   2.2532000000E+01
4  -1.8403000000E+01  -1.8223000000E+01  -1.7472000000E+01  -1.7392000000E+01  -5.6350000000E+00  -5.6330000000E+00  -5.3000000000E+00  -5.2820000000E+00  -3.9790000000E+00  -3.9690000000E+00  -3.5830000000E+00  -3.5780000000E+00  -3.4650000000E+00  -3.1640000000E+00  -2.2090000000E+00  -2.2020000000E+00   1.2490000000E+00   1.3670000000E+00   2.3600000000E+00   2.3600000000E+00   3.0970000000E+00   3.1120000000E+00   6.2090000000E+00   6.3460000000E+00   6.6540000000E+00   6.7810000000E+00   1.7788000000E+01   1.8350000000E+01   2.0243000000E+01   2.0342000000E+01   2.0545000000E+01   2.1231000000E+01   2.1950000000E+01   2.2682000000E+01
5  -1.8431000000E+01  -1.8192000000E+01  -1.7486000000E+01  -1.7379000000E+01  -5.6350000000E+00  -5.6340000000E+00  -5.3030000000E+00  -5.2800000000E+00  -4.0310000000E+00  -4.0200000000E+00  -3.5480000000E+00  -3.5220000000E+00  -3.4880000000E+00  -3.1160000000E+00  -2.2130000000E+00  -2.2040000000E+00   1.2300000000E+00   1.3870000000E+00   2.3640000000E+00   2.3640000000E+00   3.0850000000E+00   3.1050000000E+00   6.1820000000E+00   6.3600000000E+00   6.6430000000E+00   6.8100000000E+00   1.7724000000E+01   1.8458000000E+01   2.0200000000E+01   2.0286000000E+01   2.0449000000E+01   2.1321000000E+01   2.1876000000E+01   2.2838000000E+01
6  -1.8457000000E+01  -1.8161000000E+01  -1.7500000000E+01  -1.7367000000E+01  -5.6360000000E+00  -5.6340000000E+00  -5.3050000000E+00  -5.2790000000E+00  -4.0810000000E+00  -4.0710000000E+00  -3.5880000000E+00  -3.4590000000E+00  -3.4400000000E+00  -3.0700000000E+00  -2.2190000000E+00  -2.2080000000E+00   1.2120000000E+00   1.4060000000E+00   2.3680000000E+00   2.3680000000E+00   3.0720000000E+00   3.0960000000E+00   6.1550000000E+00   6.3710000000E+00   6.6330000000E+00   6.8400000000E+00   1.7671000000E+01   1.8566000000E+01   2.0153000000E+01   2.0176000000E+01   2.0396000000E+01   2.1402000000E+01   2.1815000000E+01   2.2997000000E+01
7  -1.8482000000E+01  -1.8130000000E+01  -1.7514000000E+01  -1.7356000000E+01  -5.6370000000E+00  -5.6350000000E+00  -5.3060000000E+00  -5.2790000000E+00  -4.1300000000E+00  -4.1200000000E+00  -3.6400000000E+00  -3.3960000000E+00  -3.3790000000E+00  -3.0250000000E+00  -2.2270000000E+00  -2.2130000000E+00   1.1940000000E+00   1.4250000000E+00   2.3740000000E+00   2.3740000000E+00   3.0560000000E+00   3.0850000000E+00   6.1300000000E+00   6.3800000000E+00   6.6260000000E+00   6.8710000000E+00   1.7631000000E+01   1.8672000000E+01   2.0039000000E+01   2.0104000000E+01   2.0359000000E+01   2.1477000000E+01   2.1767000000E+01   2.3158000000E+01
8  -1.8506000000E+01  -1.8100000000E+01  -1.7529000000E+01  -1.7345000000E+01  -5.6390000000E+00  -5.6360000000E+00  -5.3060000000E+00  -5.2790000000E+00  -4.1760000000E+00  -4.1670000000E+00  -3.6940000000E+00  -3.3330000000E+00  -3.3170000000E+00  -2.9820000000E+00  -2.2350000000E+00  -2.2200000000E+00   1.1770000000E+00   1.4430000000E+00   2.3800000000E+00   2.3810000000E+00   3.0390000000E+00   3.0710000000E+00   6.1050000000E+00   6.3860000000E+00   6.6210000000E+00   6.9010000000E+00   1.7604000000E+01   1.8775000000E+01   1.9895000000E+01   2.0054000000E+01   2.0322000000E+01   2.1545000000E+01   2.1730000000E+01   2.3317000000E+01
9  -1.8528000000E+01  -1.8070000000E+01  -1.7543000000E+01  -1.7334000000E+01  -5.6400000000E+00  -5.6360000000E+00  -5.3050000000E+00  -5.2800000000E+00  -4.2190000000E+00  -4.2110000000E+00  -3.7480000000E+00  -3.2690000000E+00  -3.2550000000E+00  -2.9410000000E+00  -2.2450000000E+00  -2.2280000000E+00   1.1620000000E+00   1.4600000000E+00   2.3870000000E+00   2.3890000000E+00   3.0200000000E+00   3.0560000000E+00   6.0820000000E+00   6.3900000000E+00   6.6180000000E+00   6.9300000000E+00   1.7592000000E+01   1.8875000000E+01   1.9750000000E+01   2.0003000000E+01   2.0283000000E+01   2.1607000000E+01   2.1703000000E+01   2.3473000000E+01
10  -1.8549000000E+01  -1.8040000000E+01  -1.7558000000E+01  -1.7325000000E+01  -5.6410000000E+00  -5.6370000000E+00  -5.3030000000E+00  -5.2810000000E+00  -4.2600000000E+00  -4.2520000000E+00  -3.8010000000E+00  -3.2070000000E+00  -3.1940000000E+00  -2.9010000000E+00  -2.2560000000E+00  -2.2370000000E+00   1.1470000000E+00   1.4760000000E+00   2.3960000000E+00   2.3980000000E+00   3.0000000000E+00   3.0390000000E+00   6.0610000000E+00   6.3920000000E+00   6.6160000000E+00   6.9580000000E+00   1.7592000000E+01   1.8969000000E+01   1.9607000000E+01   1.9952000000E+01   2.0241000000E+01   2.1664000000E+01   2.1683000000E+01   2.3623000000E+01
11  -1.8568000000E+01  -1.8011000000E+01  -1.7572000000E+01  -1.7315000000E+01  -5.6430000000E+00  -5.6380000000E+00  -5.2990000000E+00  -5.2830000000E+00  -4.2970000000E+00  -4.2900000000E+00  -3.8540000000E+00  -3.1460000000E+00  -3.1340000000E+00  -2.8640000000E+00  -2.2690000000E+00  -2.2480000000E+00   1.1330000000E+00   1.4910000000E+00   2.4050000000E+00   2.4080000000E+00   2.9790000000E+00   3.0200000000E+00   6.0420000000E+00   6.3920000000E+00   6.6150000000E+00   6.9840000000E+00   1.7606000000E+01   1.9057000000E+01   1.9466000000E+01   1.9903000000E+01   2.0198000000E+01   2.1669000000E+01   2.1715000000E+01   2.3765000000E+01
